model,caliber,delta_src,window,event_date,e_date,event_cn,market,r_actual_pct,r_pred_pct,dev_pct,understate,d5y_sum_bp,d10y_sum_bp,rate_shock_bp,dev_param_pct,dev_credit_pct,r2_delta_src
M2 利率双因子,主,A 全样本δ,3日(主),2023-10-26,2023-10-26,美债动荡延续 经济数据强劲,credit,0.3145,0.3169,-0.0024,True,-9.0,-7.0,16.0,0.0,-0.0024,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-11-01,2023-11-01,美债供应与再融资压力,credit,1.5542,1.2053,0.3489,False,-33.0,-31.0,64.0,0.0,0.3489,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-11-06,2023-11-06,风险偏好修复 利差收窄,credit,0.4062,0.2614,0.1448,False,2.0,-8.0,10.0,0.0,0.1448,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-11-14,2023-11-14,美国10月CPI低于预期(3.2%),rate,1.0152,0.7472,0.268,False,-23.0,-18.0,41.0,0.0,0.268,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-11-15,2023-11-15,CPI后信用大涨 利差大幅收窄,credit,0.4261,0.0192,0.4069,False,3.0,0.0,3.0,0.0,0.4069,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-11-20,2023-11-20,美元走弱 人民币升,fx,0.3566,0.1087,0.2479,False,-1.0,-2.0,3.0,0.0,0.2479,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-12-01,2023-12-01,"鲍威尔称""为时过早谈降息"" 鹰派",credit,0.8481,0.7303,0.1178,False,-17.0,-19.0,36.0,0.0,0.1178,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-12-13,2023-12-13,FOMC点阵图转向降息 收益率大降,rate+credit,1.5855,1.139,0.4465,False,-32.0,-29.0,61.0,0.0,0.4465,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2023-12-14,2023-12-14,转鸽确认 风险资产大涨 美元走弱,credit+fx,0.6965,0.3524,0.3441,False,-6.0,-9.0,15.0,0.0,0.3441,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-01-02,2024-01-02,年初购汇需求与美元偏强 人民币走弱,fx,-0.6915,-0.3803,-0.3112,True,13.0,11.0,24.0,0.0,-0.3112,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-02-07,2024-02-07,中国股市流动性风险+美债收益率上行,credit,-0.2039,-0.2769,0.073,False,11.0,8.0,19.0,0.0,0.073,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-04-10,2024-04-10,美国3月CPI超预期 收益率急升,rate,-0.5836,-0.499,-0.0846,True,17.0,14.0,31.0,0.0,-0.0846,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-05-06,2024-05-06,美元回落 人民币升值,fx,0.2885,0.0855,0.203,False,2.0,-2.0,4.0,0.0,0.203,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-05-16,2024-05-16,美国4月CPI回落 风险资产涨,credit,0.2484,-0.2769,0.5253,False,11.0,8.0,19.0,0.0,0.5253,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-08-02,2024-08-02,7月非农大幅走弱+日元套息平仓,rate+fx+credit,0.1887,0.3909,-0.2022,True,-11.0,-9.0,20.0,0.0,-0.2022,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-10-04,2024-10-04,9月非农强劲 收益率上行,rate,-0.6942,-0.6995,0.0053,False,24.0,19.0,43.0,0.0,0.0053,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-10-08,2024-10-08,中国政策刺激后汇率波动 人民币回调,fx,-0.1127,-0.172,0.0593,False,5.0,6.0,11.0,0.0,0.0593,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2024-11-06,2024-11-06,特朗普胜选 美债收益率上行 美元大涨,rate+fx,0.1781,-0.1057,0.2838,False,4.0,4.0,8.0,0.0,0.2838,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-04-02,2025-04-02,"美国""解放日""对等关税(中国累计约54%) 历史级risk-off",rate+credit+fx,0.3008,0.6578,-0.357,True,-19.0,-16.0,35.0,0.0,-0.357,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-04-08,2025-04-08,美中关税加码至104% 人民币中间价破7.20 美债市场承压,rate+fx,-0.7789,-0.8599,0.081,False,22.0,25.0,47.0,0.0,0.081,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-04-09,2025-04-09,90天关税暂缓(不含中国) 美股+9.5%,rate,-0.9341,-0.8106,-0.1235,True,27.0,22.0,49.0,0.0,-0.1235,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-04-10,2025-04-10,中国反制84%至125% 亚洲IG信用risk-off,credit+rate,0.0874,-0.044,0.1314,False,-4.0,4.0,8.0,0.0,0.1314,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-04-11,2025-04-11,隔夜美股再跌后亚洲风险偏好修复,credit,0.3548,0.2352,0.1196,False,-6.0,-5.0,11.0,0.0,0.1196,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-05-07,2025-05-07,中国央行宽松(降准50bp加7天逆回购降10bp),credit,-0.0487,-0.2399,0.1912,False,10.0,7.0,17.0,0.0,0.1912,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-05-12,2025-05-12,美中日内瓦停火(美145%降至30% 中125%降至10%),credit+fx,-0.3357,-0.5576,0.2219,False,17.0,16.0,33.0,0.0,0.2219,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-06-05,2025-06-05,美国5月ADP弱加ISM服务跌破荣枯线 叠加美中谈判预期,rate+credit,-0.2955,-0.4327,0.1372,False,16.0,12.0,28.0,0.0,0.1372,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-06-16,2025-06-16,中国地产止跌回稳推进 新城控股发行美元债,credit,0.1338,0.1611,-0.0273,True,-4.0,-3.0,7.0,0.0,-0.0273,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-07-23,2025-07-23,美中缓和交易股债跷跷板 中国长债大跌,credit,-0.0374,-0.1582,0.1208,False,7.0,5.0,12.0,0.0,0.1208,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-08-01,2025-08-01,日央行加息加套息平仓重演 全球risk-off,rate+credit,0.7384,0.6285,0.1099,False,-19.0,-15.0,34.0,0.0,0.1099,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-08-11,2025-08-11,美中关税休战再延90天,credit+fx,0.3864,0.1843,0.2021,False,-7.0,-3.0,10.0,0.0,0.2021,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-09-17,2025-09-17,美联储2025年首次降息25bp(至4.00-4.25%),rate,-0.3078,-0.3201,0.0123,False,9.0,10.0,19.0,0.0,0.0123,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-10-30,2025-10-30,特朗普-习近平会晤达成一年战术休战,credit+fx,-0.4072,-0.1196,-0.2876,True,2.0,5.0,7.0,0.0,-0.2876,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2025-12-10,2025-12-10,美联储年内第三次降息(至3.50-3.75%),rate,0.1257,0.0362,0.0895,False,-3.0,1.0,4.0,0.0,0.0895,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2026-01-23,2026-01-23,人民币中间价创2023年来最强(6.9929) USDCNY破7,fx,0.2,0.1318,0.0682,False,-4.0,-2.0,6.0,0.0,0.0682,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2026-02-28,2026-03-02,美以空袭伊朗 海湾战争爆发,rate+credit,-0.7398,-0.4327,-0.3071,True,16.0,12.0,28.0,0.0,-0.3071,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2026-03-02,2026-03-02,开战首个交易日 布油大涨13% 全球risk-off,rate+credit,-0.7398,-0.4327,-0.3071,True,16.0,12.0,28.0,0.0,-0.3071,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2026-03-18,2026-03-18,FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息,rate,-0.7596,-0.6841,-0.0755,True,22.0,19.0,41.0,0.0,-0.0755,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2026-03-23,2026-03-23,海湾战争risk-off(霍尔木兹48小时通牒) 10Y创8个月高位,rate+credit,0.2168,0.2568,-0.04,True,-5.0,-6.0,11.0,0.0,-0.04,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2026-05-19,2026-05-19,美债长端抛售峰值 10Y约4.68% 30Y约5.2%,rate+credit,0.2609,0.175,0.0859,False,-2.0,-4.0,6.0,0.0,0.0859,0.7568
M2 利率双因子,主,A 全样本δ,3日(主),2026-07-15,2026-07-15,人民币中间价破6.80 升值至约6.77,fx,0.1391,0.1534,-0.0143,True,-3.0,-3.0,6.0,0.0,-0.0143,0.7568
M2 利率双因子,主,A 全样本δ,5日,2021-10-12,2021-10-12,中资房企信用危机(恒大等)美元债抛售传染,credit,0.1998,0.0443,0.1555,False,11.0,-2.0,13.0,0.0,0.1555,0.7568
M2 利率双因子,主,A 全样本δ,5日,2021-11-04,2021-11-04,英央行意外不加息 美债收益率回落,rate,-0.2629,0.157,-0.4199,True,4.0,-4.0,8.0,0.0,-0.4199,0.7568
M2 利率双因子,主,A 全样本δ,5日,2021-11-10,2021-11-10,美国10月CPI同比6.2%创31年新高,rate,-0.0922,-0.4631,0.3709,False,16.0,14.0,30.0,0.0,0.3709,0.7568
M2 利率双因子,主,A 全样本δ,5日,2021-11-26,2021-11-26,奥密克戎变异株恐慌 全球避险,rate,0.3399,0.757,-0.4171,True,-13.0,-20.0,33.0,0.0,-0.4171,0.7568
M2 利率双因子,主,A 全样本δ,5日,2021-12-09,2021-12-09,恒大正式违约 美元走强,credit+fx,0.2423,0.2248,0.0175,False,-1.0,-5.0,6.0,0.0,0.0175,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-01-18,2022-01-18,美联储紧缩预期发酵 收益率飙升,credit+rate,-0.005,0.1739,-0.1789,True,-2.0,-3.0,5.0,0.0,-0.1789,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-01-27,2022-01-27,美联储1月会议转鹰(鲍威尔),rate+fx,0.1296,0.322,-0.1924,True,-6.0,-7.0,13.0,0.0,-0.1924,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-02-07,2022-02-07,节后风险偏好回落 美债调整,credit,-0.2262,0.0536,-0.2798,True,6.0,-1.0,7.0,0.0,-0.2798,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-02-28,2022-02-28,俄乌开战 避险与通胀双线,rate,0.2843,0.9066,-0.6223,True,-21.0,-23.0,44.0,0.0,-0.6223,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-03-15,2022-03-15,美联储开启加息周期(3/16加息25bp)前风险偏好,credit+rate,0.0522,-0.6343,0.6865,False,23.0,18.0,41.0,0.0,0.6865,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-03-17,2022-03-17,加息落地 利空出尽反弹,credit,0.6268,-0.4338,1.0606,False,16.0,13.0,29.0,0.0,1.0606,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-03-28,2022-03-28,上海疫情封控 增长担忧,credit+fx,1.0848,0.3343,0.7505,False,0.0,-9.0,9.0,0.0,0.7505,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-04-25,2022-04-25,人民币快速贬值(疫情封控+中美利差倒挂),fx,-0.3226,0.1153,-0.4379,True,-2.0,-1.0,3.0,0.0,-0.4379,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-05-12,2022-05-12,人民币续贬 中美利差倒挂加深,fx,-0.0542,0.1292,-0.1834,True,0.0,-2.0,2.0,0.0,-0.1834,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-05-03,2022-05-03,5月FOMC前风险偏好弱 债市调整,credit,-0.9306,-0.0589,-0.8717,True,-6.0,6.0,12.0,0.0,-0.8717,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-06-13,2022-06-13,5月CPI超预期后美债暴跌 全球债市承压,rate+credit,-0.9823,-0.2919,-0.6904,True,9.0,10.0,19.0,0.0,-0.6904,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-06-15,2022-06-15,FOMC加息75bp 声明后收益率回落,rate,1.3475,1.3385,0.009,False,-39.0,-33.0,72.0,0.0,0.009,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-07-22,2022-07-22,中国地产纾困与政策预期 风险偏好,credit,1.3475,0.9837,0.3638,False,-31.0,-23.0,54.0,0.0,0.3638,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-08-05,2022-08-05,7月非农强劲 加息预期升温,rate,-0.6475,-0.6559,0.0084,False,22.0,19.0,41.0,0.0,0.0084,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-09-06,2022-09-06,人民币贬向6.9 美元指数走强,fx,-0.3151,-0.5587,0.2436,False,17.0,17.0,34.0,0.0,0.2436,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-09-22,2022-09-22,FOMC鹰派点阵图 收益率上行,rate,-1.715,-0.6836,-1.0314,True,18.0,21.0,39.0,0.0,-1.0314,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-09-26,2022-09-26,英国迷你预算危机 全球利率上行,rate,-1.3352,-0.4168,-0.9184,True,10.0,14.0,24.0,0.0,-0.9184,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-09-28,2022-09-28,英央行紧急购债 全球收益率回落,rate+fx,0.5136,1.3816,-0.868,True,-37.0,-35.0,72.0,0.0,-0.868,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-10-14,2022-10-14,全球债市动荡(英养老金危机) 信用承压,credit,-1.5577,-0.9057,-0.652,True,24.0,27.0,51.0,0.0,-0.652,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-10-26,2022-10-26,美元自高位大幅回落 人民币急升,fx,0.0533,0.1431,-0.0898,True,2.0,-3.0,5.0,0.0,-0.0898,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-11-10,2022-11-10,美国10月CPI回落至7.7% 美债暴涨,rate+fx,2.6885,1.3585,1.33,False,-34.0,-35.0,69.0,0.0,1.33,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-11-14,2022-11-14,中国发布防控优化二十条+地产金融16条(11-11公布 美股11-11休市),credit+fx,1.4003,0.0397,1.3606,False,4.0,0.0,4.0,0.0,1.3606,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-11-29,2022-11-29,证监会恢复房企股权融资(第三支箭),credit,1.437,0.396,1.041,False,-8.0,-9.0,17.0,0.0,1.041,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-11-30,2022-11-30,人民币续升 风险偏好修复,fx,1.7008,0.9204,0.7804,False,-19.0,-24.0,43.0,0.0,0.7804,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-12-05,2022-12-05,防疫新十条 放开加速 人民币走强,fx,-0.0896,-0.1669,0.0773,False,8.0,6.0,14.0,0.0,0.0773,0.7568
M2 利率双因子,主,A 全样本δ,5日,2022-12-30,2022-12-30,年末人民币偏强 美元弱,fx,1.0503,1.0839,-0.0336,True,-25.0,-28.0,53.0,0.0,-0.0336,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-01-06,2023-01-06,美国12月ISM服务业破荣枯线+薪资降温,rate,1.4582,1.1765,0.2817,False,-37.0,-28.0,65.0,0.0,0.2817,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-01-09,2023-01-09,中国重启+美元走弱 人民币续升,fx,0.7108,0.3158,0.395,False,-9.0,-6.0,15.0,0.0,0.395,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-01-12,2023-01-12,美国12月CPI回落+中国开放推进,credit,1.201,0.649,0.552,False,-18.0,-15.0,33.0,0.0,0.552,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-01-17,2023-01-17,人民币单日回调(升幅过大/中间价),fx,0.5949,-0.025,0.6199,False,1.0,3.0,4.0,0.0,0.6199,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-03-01,2023-03-01,中国2月PMI强劲 人民币升值,fx,-0.3158,-0.1762,-0.1396,True,13.0,5.0,18.0,0.0,-0.1396,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-03-10,2023-03-10,硅谷银行SVB被接管 避险,rate+fx+credit,1.2827,1.5405,-0.2578,True,-50.0,-37.0,87.0,0.0,-0.2578,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-03-13,2023-03-13,SVB传染 瑞信危机发酵,rate+fx,1.1337,1.3801,-0.2464,True,-52.0,-31.0,83.0,0.0,-0.2464,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-03-14,2023-03-14,美联储新工具BTFP 银行风险缓解 投资级债涨,credit,-0.0055,0.3976,-0.4031,True,-12.0,-8.0,20.0,0.0,-0.4031,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-03-17,2023-03-17,瑞信危机蔓延 美债收益率续降,rate,1.0244,0.8526,0.1718,False,-33.0,-18.0,51.0,0.0,0.1718,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-03-23,2023-03-23,美联储加息25bp接近尾声 美元走弱,fx,-0.5098,-0.2934,-0.2164,True,13.0,9.0,22.0,0.0,-0.2164,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-06-20,2023-06-20,中国1年期LPR下调10bp 经济偏弱,credit+fx,0.2445,0.2403,0.0042,False,-3.0,-5.0,8.0,0.0,0.0042,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-06-26,2023-06-26,人民币续贬(中美利差/经济预期),fx,-0.178,-0.2425,0.0645,False,14.0,7.0,21.0,0.0,0.0645,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-09-11,2023-09-11,央行维稳+美元回落 人民币急升,fx,-0.1533,-0.1808,0.0275,False,6.0,7.0,13.0,0.0,0.0275,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-10-04,2023-10-04,美债长端急升(10Y创多年新高) 全球利差走阔,rate+credit,1.0312,0.9066,0.1246,False,-21.0,-23.0,44.0,0.0,0.1246,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-10-26,2023-10-26,美债动荡延续 经济数据强劲,credit,0.7497,0.7678,-0.0181,True,-22.0,-18.0,40.0,0.0,-0.0181,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-11-01,2023-11-01,美债供应与再融资压力,credit,1.6974,1.1734,0.524,False,-29.0,-30.0,59.0,0.0,0.524,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-11-06,2023-11-06,风险偏好修复 利差收窄,credit,-0.0688,-0.17,0.1012,False,16.0,4.0,20.0,0.0,0.1012,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-11-14,2023-11-14,美国10月CPI低于预期(3.2%),rate,1.2362,0.8557,0.3805,False,-22.0,-21.0,43.0,0.0,0.3805,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-11-15,2023-11-15,CPI后信用大涨 利差大幅收窄,credit,0.7375,0.1662,0.5713,False,-1.0,-3.0,4.0,0.0,0.5713,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-11-20,2023-11-20,美元走弱 人民币升,fx,0.5654,0.2711,0.2943,False,-7.0,-5.0,12.0,0.0,0.2943,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-12-01,2023-12-01,"鲍威尔称""为时过早谈降息"" 鹰派",credit,1.1643,0.8989,0.2654,False,-20.0,-23.0,43.0,0.0,0.2654,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-12-13,2023-12-13,FOMC点阵图转向降息 收益率大降,rate+credit,1.6347,1.0855,0.5492,False,-29.0,-27.0,56.0,0.0,0.5492,0.7568
M2 利率双因子,主,A 全样本δ,5日,2023-12-14,2023-12-14,转鸽确认 风险资产大涨 美元走弱,credit+fx,1.1001,0.7061,0.394,False,-14.0,-18.0,32.0,0.0,0.394,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-01-02,2024-01-02,年初购汇需求与美元偏强 人民币走弱,fx,-0.9013,-0.4106,-0.4907,True,13.0,13.0,26.0,0.0,-0.4907,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-02-07,2024-02-07,中国股市流动性风险+美债收益率上行,credit,-0.2039,-0.7901,0.5862,False,28.0,22.0,50.0,0.0,0.5862,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-04-10,2024-04-10,美国3月CPI超预期 收益率急升,rate,-1.1649,-1.0847,-0.0802,True,32.0,31.0,63.0,0.0,-0.0802,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-05-06,2024-05-06,美元回落 人民币升值,fx,0.294,0.0397,0.2543,False,4.0,0.0,4.0,0.0,0.2543,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-05-16,2024-05-16,美国4月CPI回落 风险资产涨,credit,0.4302,-0.2271,0.6573,False,12.0,7.0,19.0,0.0,0.6573,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-08-02,2024-08-02,7月非农大幅走弱+日元套息平仓,rate+fx+credit,-0.027,0.0783,-0.1053,True,-1.0,0.0,1.0,0.0,-0.1053,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-10-04,2024-10-04,9月非农强劲 收益率上行,rate,-0.8551,-0.8564,0.0013,False,29.0,24.0,53.0,0.0,0.0013,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-10-08,2024-10-08,中国政策刺激后汇率波动 人民币回调,fx,0.1125,0.0706,0.0419,False,0.0,0.0,0.0,0.0,0.0419,0.7568
M2 利率双因子,主,A 全样本δ,5日,2024-11-06,2024-11-06,特朗普胜选 美债收益率上行 美元大涨,rate+fx,-0.3246,-0.5649,0.2403,False,14.0,18.0,32.0,0.0,0.2403,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-04-02,2025-04-02,"美国""解放日""对等关税(中国累计约54%) 历史级risk-off",rate+credit+fx,-1.0547,-0.17,-0.8847,True,-3.0,9.0,12.0,0.0,-0.8847,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-04-08,2025-04-08,美中关税加码至104% 人民币中间价破7.20 美债市场承压,rate+fx,-0.6915,-0.7577,0.0662,False,20.0,23.0,43.0,0.0,0.0662,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-04-09,2025-04-09,90天关税暂缓(不含中国) 美股+9.5%,rate,-0.2177,-0.2703,0.0526,False,10.0,9.0,19.0,0.0,0.0526,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-04-10,2025-04-10,中国反制84%至125% 亚洲IG信用risk-off,credit+rate,0.6758,0.3328,0.343,False,-15.0,-5.0,20.0,0.0,0.343,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-04-11,2025-04-11,隔夜美股再跌后亚洲风险偏好修复,credit,0.578,0.3158,0.2622,False,-9.0,-6.0,15.0,0.0,0.2622,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-05-07,2025-05-07,中国央行宽松(降准50bp加7天逆回购降10bp),credit,-0.2868,-0.6559,0.3691,False,22.0,19.0,41.0,0.0,0.3691,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-05-12,2025-05-12,美中日内瓦停火(美145%降至30% 中125%降至10%),credit+fx,-0.0109,-0.1515,0.1406,False,6.0,6.0,12.0,0.0,0.1406,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-06-05,2025-06-05,美国5月ADP弱加ISM服务跌破荣枯线 叠加美中谈判预期,rate+credit,0.0912,-0.116,0.2072,False,9.0,4.0,13.0,0.0,0.2072,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-06-16,2025-06-16,中国地产止跌回稳推进 新城控股发行美元债,credit,0.3208,0.3606,-0.0398,True,-11.0,-7.0,18.0,0.0,-0.0398,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-07-23,2025-07-23,美中缓和交易股债跷跷板 中国长债大跌,credit,0.3038,0.0845,0.2193,False,2.0,-1.0,3.0,0.0,0.2193,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-08-01,2025-08-01,日央行加息加套息平仓重演 全球risk-off,rate+credit,0.6325,0.612,0.0205,False,-17.0,-14.0,31.0,0.0,0.0205,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-08-11,2025-08-11,美中关税休战再延90天,credit+fx,0.2013,-0.1129,0.3142,False,1.0,6.0,7.0,0.0,0.3142,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-09-17,2025-09-17,美联储2025年首次降息25bp(至4.00-4.25%),rate,-0.2295,-0.2333,0.0038,False,9.0,8.0,17.0,0.0,0.0038,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-10-30,2025-10-30,特朗普-习近平会晤达成一年战术休战,credit+fx,-0.6692,-0.2394,-0.4298,True,6.0,9.0,15.0,0.0,-0.4298,0.7568
M2 利率双因子,主,A 全样本δ,5日,2025-12-10,2025-12-10,美联储年内第三次降息(至3.50-3.75%),rate,0.3452,0.2279,0.1173,False,-9.0,-3.0,12.0,0.0,0.1173,0.7568
M2 利率双因子,主,A 全样本δ,5日,2026-01-23,2026-01-23,人民币中间价创2023年来最强(6.9929) USDCNY破7,fx,0.2158,0.1678,0.048,False,-5.0,-2.0,7.0,0.0,0.048,0.7568
M2 利率双因子,主,A 全样本δ,5日,2026-02-28,2026-03-02,美以空袭伊朗 海湾战争爆发,rate+credit,-0.8182,-0.6189,-0.1993,True,21.0,18.0,39.0,0.0,-0.1993,0.7568
M2 利率双因子,主,A 全样本δ,5日,2026-03-02,2026-03-02,开战首个交易日 布油大涨13% 全球risk-off,rate+credit,-0.8182,-0.6189,-0.1993,True,21.0,18.0,39.0,0.0,-0.1993,0.7568
M2 利率双因子,主,A 全样本δ,5日,2026-03-18,2026-03-18,FOMC按兵不动(3.50-3.75%) 点阵图仍显示1次降息,rate,-0.908,-0.6713,-0.2367,True,24.0,19.0,43.0,0.0,-0.2367,0.7568
